"Course Number"	"Course Name"	"Department"	"Instructor"	"Grades"	"Units"	"Section Number"	"Times"	"Locations"
"Bi 165"	"Microbiology Research: Practice and Proposal"	"Bi"	"Hoy, J"	"PASS-FAIL"	"2-3-1"	"01"	"M 11:00 - 11:55"	"101 KRK"
"Bi 192"	"Introduction to Systems Biology"	"Bi"	"Goentoro, L"	""	"2-0-4"	"01"	"TR 10:30 - 11:55"	"101 KRK"
"Bi 250A"	"Topics in Molecular and Cellular Biology"	"Bi"	"Prober, D"	"PASS-FAIL"	"3-0-6"	"01"	"TR 13:00 - 14:25"	"152 BRN"
"Bi 299"	"Graduate Research"	"Bi"	"Kirschvink, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Baltimore, D"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Allman, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Anderson, D"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Arnold, F"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Qian, L"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Pierce, N"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Bjorkman, P"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Bronner Hansen, M"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Campbell, J"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Chan, D"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Thomson, M"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Pachter, L"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Camerer, C"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Dunphy, W"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Gharib, M"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Kennedy, M"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Orphan, V"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Hsieh-Wilson, L"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Cai, L"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Guo, C"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Mayo, S"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Goentoro, L"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Newman, D"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Meyerowitz, E"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Lois, C"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Newman, H"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Adolphs, R"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Shapiro, M"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Meister, M"	"PASS-FAIL"	"+"	"31"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Oka, Y"	"PASS-FAIL"	"+"	"32"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Ismagilov, R"	"PASS-FAIL"	"+"	"33"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Shimojo, S"	"PASS-FAIL"	"+"	"34"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Lester, H"	"PASS-FAIL"	"+"	"35"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Sternberg, P"	"PASS-FAIL"	"+"	"36"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Rothenberg, E"	"PASS-FAIL"	"+"	"37"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Varshavsky, A"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Wold, B"	"PASS-FAIL"	"+"	"39"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Zinn, K"	"PASS-FAIL"	"+"	"40"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Jensen, G"	"PASS-FAIL"	"+"	"41"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Heath, J"	"PASS-FAIL"	"+"	"42"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Siapas, A"	"PASS-FAIL"	"+"	"43"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Andersen, R"	"PASS-FAIL"	"+"	"44"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Dickinson, M"	"PASS-FAIL"	"+"	"45"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Leadbetter, J"	"PASS-FAIL"	"+"	"46"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Winfree, E"	"PASS-FAIL"	"+"	"47"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Tsao, D"	"PASS-FAIL"	"+"	"48"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Prober, D"	"PASS-FAIL"	"+"	"49"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Elowitz, M"	"PASS-FAIL"	"+"	"50"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Stathopoulos, A"	"PASS-FAIL"	"+"	"51"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Mazmanian, S"	"PASS-FAIL"	"+"	"52"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Clemons, W"	"PASS-FAIL"	"+"	"53"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Hay, B"	"PASS-FAIL"	"+"	"54"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Aravin, A"	"PASS-FAIL"	"+"	"55"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Dougherty, D"	"PASS-FAIL"	"+"	"56"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Fejes Toth, K"	"PASS-FAIL"	"+"	"57"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Murray, R"	"PASS-FAIL"	"+"	"58"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Burdick, J"	"PASS-FAIL"	"+"	"59"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Gradinaru, V"	"PASS-FAIL"	"+"	"60"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Guttman, M"	"PASS-FAIL"	"+"	"61"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Scherer, A"	"PASS-FAIL"	"+"	"62"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Hong, E"	"PASS-FAIL"	"+"	"63"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Phillips, R"	"PASS-FAIL"	"+"	"64"	"A"	"A"
"Bi 299"	"Graduate Research"	"Bi"	"Doyle, J"	"PASS-FAIL"	"+"	"65"	"A"	"A"
"Bi/BE 024"	"Scientific Communication for Biological Scientists and Engineers"	"Bi"	"Anderson, B"	"LETTER"	"3-0-3"	"01"	"TR 10:30 - 11:55"	"B101 BBB"
"Bi/BMB 251A"	"Current Research in Cellular and Molecular Biology"	"Bi"	"Hay, B"	"PASS-FAIL"	"1-0-0"	"01"	"W 12:00 - 12:55"	"B180 BBB"
"Bi/CNS/NB 164"	"Tools of Neurobiology"	"Bi"	"Meister, M"	""	"3-0-6"	"01"	"WF 13:00 - 14:25"	"B101 BBB"
"Bi/CNS/NB 195"	"Mathematics in Biology"	"Bi"	"Meister, M"	""	"3-0-6"	"01"	"WF 10:30 - 11:55"	"B101 BBB"
"Bi/CNS/NB 216"	"Behavior of Mammals"	"Bi"	"Allman, J"	""	"2-0-4"	"01"	"WF 14:00 - 15:55"	"200 BRD"
"Bi/Ch 110"	"Introduction to Biochemistry"	"Bi"	"Parker, C / Campbell, J"	""	"4-0-8"	"01"	"TR 11:00 - 11:55"	"147 NYS"
"Bi/Ch 110"	"Introduction to Biochemistry"	"Bi"	"Parker, C / Campbell, J"	""	"4-0-8"	"01"	"W 14:00 - 15:55"	"147 NYS"
"BEM/Ec 150"	"Business Analytics"	"BEM"	"Camerer, C"	""	"3-0-6"	"01"	"M 19:00 - 21:55"	"B125 BAX"
"BEM097"	"Undergraduate Research"	"BEM"	"Pickar, K"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"BEM097"	"Undergraduate Research"	"BEM"	"Cvitanic, J"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"BEM097"	"Undergraduate Research"	"BEM"	"Gillen, B"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"BEM104"	"Investments"	"BEM"	"Staff"	""	"3-0-6"	"01"	"A"	"A"
"BEM105"	"Options"	"BEM"	"Cvitanic, J"	""	"3-0-6"	"01"	"TR 14:30 - 15:55"	"228 BAX"
"ChE/BE 163"	"Introduction to Biomolecular Engineering"	"ChE"	"Bois, J / Pierce, N"	""	"3-0-9"	"01"	"TR 13:00 - 14:25"	"106 SPL"
"ChE/Ch 165"	"Chemical Thermodynamics"	"ChE"	"Wang, Z"	""	"3-0-6"	"01"	"TR 10:30 - 11:55"	"106 SPL"
"ChE015"	"Introduction to Chemical Engineering Computation"	"ChE"	"Flagan, R"	""	"0-4-5"	"02"	"TR 09:00 - 10:55"	"115 BCK"
"ChE080"	"Undergraduate Research"	"ChE"	"Flagan, R"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Shapiro, M"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Fultz, B"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Lewis, N"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Davis, M"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Grubbs, R"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Brady, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Atwater, H"	"PASS-FAIL"	"+"	"33"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Seinfeld, J"	"PASS-FAIL"	"+"	"34"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Arnold, F"	"PASS-FAIL"	"+"	"35"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Tirrell, D"	"PASS-FAIL"	"+"	"36"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Kornfield, J"	"PASS-FAIL"	"+"	"37"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Giapis, K"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Goddard, W"	"PASS-FAIL"	"+"	"39"	"A"	"A"
"ChE080"	"Undergraduate Research"	"ChE"	"Hoelz, A"	"PASS-FAIL"	"+"	"40"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Giapis, K"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Arnold, F"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Flagan, R"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Mayo, S"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Lewis, N"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Atwater, H"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Brady, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Ismagilov, R"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Tirrell, D"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Seinfeld, J"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"ChE090A"	"Senior Thesis"	"ChE"	"Kornfield, J"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"ChE103A"	"Transport Phenomena"	"ChE"	"Kornfield, J"	""	"3-0-6"	"01"	"MWF 10:00 - 10:55"	"106 SPL"
"ChE126"	"Chemical Engineering Laboratory"	"ChE"	"Vicic, M"	"LETTER"	"1-6-2"	"01"	"A"	"A"
"ChE126"	"Chemical Engineering Laboratory"	"ChE"	"Vicic, M"	"LETTER"	"1-6-2"	"02"	"TR 09:00 - 11:55"	"122 SPL"
"ChE126"	"Chemical Engineering Laboratory"	"ChE"	"Vicic, M"	"LETTER"	"1-6-2"	"03"	"TR 13:00 - 15:55"	"122 SPL"
"ChE152"	"Heterogeneous Kinetics and Reaction Engineering"	"ChE"	"Giapis, K"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"102 SPL"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Arnold, F"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Ismagilov, R"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Atwater, H"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Elowitz, M"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Pierce, N"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Murray, R"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Brady, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Stoltz, B"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Snyder, G"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Davis, M"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Fultz, B"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Bercaw, J"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Flagan, R"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Shapiro, M"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Dougherty, D"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Giapis, K"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Goddard, W"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Kornfield, J"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Troian, S"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Lewis, N"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Seinfeld, J"	"PASS-FAIL"	"+"	"35"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Tirrell, D"	"PASS-FAIL"	"+"	"37"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Wang, Z"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Yung, Y"	"PASS-FAIL"	"+"	"40"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Heath, J"	"PASS-FAIL"	"+"	"42"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Haile, S"	"PASS-FAIL"	"+"	"43"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Greer, J"	"PASS-FAIL"	"+"	"44"	"A"	"A"
"ChE280"	"Chemical Engineering Research"	"ChE"	"Miller, T"	"PASS-FAIL"	"+"	"45"	"A"	"A"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"01"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"01"	"R 11:00 - 11:55"	"152 BRN"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"02"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"02"	"R 11:00 - 11:55"	"B180 BBB"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"03"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"03"	"R 11:00 - 11:55"	"119 DWN"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"04"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"04"	"R 11:00 - 11:55"	"103 DWN"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"05"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"05"	"R 11:00 - 11:55"	"121 BCK"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"06"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"06"	"R 11:00 - 11:55"	"155 ARM"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"07"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"07"	"R 11:00 - 11:55"	"142 KCK"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"08"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"08"	"R 11:00 - 11:55"	"B122 GCL"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"09"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"09"	"R 11:00 - 11:55"	"B111 DWN"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"10"	"R 11:00 - 11:55"	"200 BRD"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"10"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"11"	"R 11:00 - 11:55"	"102 STL"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"11"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"12"	"MT 11:00 - 11:55"	"Lecture Hall BAX"
"Ch 001A"	"General Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"3-0-3"	"12"	"R 11:00 - 11:55"	"119 KRK"
"Ch 003A"	"Fundamental Techniques of Experimental Chemistry"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"01"	"T 08:00 - 10:55"	"107 MEAD"
"Ch 003A"	"Fundamental Techniques of Experimental Chemistry"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"01"	"F 13:00 - 13:55"	"153 NYS"
"Ch 003A"	"Fundamental Techniques of Experimental Chemistry"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"02"	"T 13:00 - 15:55"	"107 MEAD"
"Ch 003A"	"Fundamental Techniques of Experimental Chemistry"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"02"	"F 13:00 - 13:55"	"153 NYS"
"Ch 003A"	"Fundamental Techniques of Experimental Chemistry"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"03"	"T 19:30 - 22:25"	"107 MEAD"
"Ch 003A"	"Fundamental Techniques of Experimental Chemistry"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"03"	"F 13:00 - 13:55"	"153 NYS"
"Ch 003X"	"Experimental Methods in Solar Energy Conversion"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"01"	"F 09:00 - 09:55"	"151 CRL"
"Ch 003X"	"Experimental Methods in Solar Energy Conversion"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"01"	"W 13:00 - 15:55"	"107 MEAD"
"Ch 003X"	"Experimental Methods in Solar Energy Conversion"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"02"	"F 09:00 - 09:55"	"151 CRL"
"Ch 003X"	"Experimental Methods in Solar Energy Conversion"	"Ch"	"Mendez, J"	"PASS-FAIL"	"1-3-2"	"02"	"R 08:00 - 10:55"	"107 MEAD"
"Ch 008"	"Experimental Procedures of Synthetic Chemistry for Premedical Students"	"Ch"	"Mendez, J"	""	"1-6-2"	"01"	"F 11:00 - 11:55"	"151 CRL"
"Ch 008"	"Experimental Procedures of Synthetic Chemistry for Premedical Students"	"Ch"	"Mendez, J"	""	"1-6-2"	"01"	"A"	"105 MEAD"
"Ch 010A"	"Frontiers in Chemistry"	"Ch"	"Dervan, P / Hoelz, A"	"PASS-FAIL"	"1-0-0"	"01"	"A"	"A"
"Ch 010A"	"Frontiers in Chemistry"	"Ch"	"Dervan, P / Hoelz, A"	"PASS-FAIL"	"1-0-0"	"01"	"R 12:00 - 12:55"	"147 NYS"
"Ch 015"	"Chemical Equilibrium and Analysis Laboratory"	"Ch"	"Dalleska, N"	""	"0-6-4"	"01"	"OM,A"	"A"
"Ch 021A"	"Physical Chemistry"	"Ch"	"Chan, G"	"LETTER"	"3-0-6"	"01"	"MWF 13:00 - 13:55"	"147 NYS"
"Ch 041A"	"Organic Chemistry"	"Ch"	"Dougherty, D"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"153 NYS"
"Ch 080"	"Chemical Research"	"Ch"	"Dougherty, D"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Hoffmann, M"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Grubbs, R"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Hoelz, A"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Gray, H"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Chan, G"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Agapie, T"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Shapiro, M"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Heath, J"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ch 080"	"Chemical Research"	"Ch"	"Reisman, S"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ch 081"	"Independent Reading in Chemistry"	"Ch"	"Heath, J"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ch 081"	"Independent Reading in Chemistry"	"Ch"	"Grubbs, R"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ch 081"	"Independent Reading in Chemistry"	"Ch"	"Gray, H"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ch 081"	"Independent Reading in Chemistry"	"Ch"	"Goddard, W"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ch 081"	"Independent Reading in Chemistry"	"Ch"	"Agapie, T"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ch 081"	"Independent Reading in Chemistry"	"Ch"	"Lewis, N"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Grubbs, R / Okumura, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Hoelz, A / Okumura, M"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Peters, J / Okumura, M"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Tirrell, D / Okumura, M"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Okumura, M / Stoltz, B"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Agapie, T / Okumura, M"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Gray, H / Okumura, M"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ch 082"	"Senior Thesis Research"	"Ch"	"Asimow, P / Okumura, M"	"PASS-FAIL"	"+"	"08"	"A"	"A"
